job_url,source,title,company,location,description,seniority,tags,raw_source_file,seniority_inferred
https://rejobs.org/en/renewable-energy-jobs/110169-energy-modelling-analyst-aurora-energy-research,rejobs,Energy Modelling Analyst,Aurora Energy Research,"São Paulo, Brazil","Join Aurora Energy Research as an Energy Modelling Analyst in São Paulo, Brazil.",NOT_SPECIFIED,Energy Analytics | Energy Economics | Quantitative Analysis | System Analysis | Energy Modeling,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109384-venue-sales-representative-octopus-energy,rejobs,Venue Sales Representative,Octopus Energy,"Kingston upon Hull, United Kingdom","Join Octopus Energy as a Venue Sales Representative in Kingston upon Hull or York, UK. Engage with customers face-to-face to promote energy tariffs and low-carbon technologies. Enjoy a competitive salary plus unlimited commission.",NOT_SPECIFIED,Community Solar | Energy Access | Sales and Marketing | Customer Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109621-dm-electrical-ib-vogt,rejobs,DM - Electrical,ib vogt,"Kudligi, India","Join ib vogt as DM - Electrical in Kudligi, India, overseeing solar project installations.",NOT_SPECIFIED,EPC Management | Power Electronics | SCADA | Solar Installation | Solar O&M | Electrical Engineering,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109377-systems-administrator-octopus-energy,rejobs,Systems Administrator,Octopus Energy,"London, United Kingdom","Join Octopus Energy as a Systems Administrator in London, UK.",NOT_SPECIFIED,Asset Management | Compliance | Energy Asset Valuation | Financial Services | Project Management | Accounting & Finance,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109844-service-technician-british-solar-renewables,rejobs,Service Technician,British Solar Renewables,"Colchester, United Kingdom",Join British Solar Renewables as a Service Technician in the UK!,NOT_SPECIFIED,Battery Management Systems | Photovoltaic Systems | Power Electronics | Solar Installation | Solar O&M,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109351-wind-technician-all-levels-mwd-nextera-energy,rejobs,Wind Technician (All Levels) (m/w/d),NextEra Energy,"Ruthton, Minnesota, United States","Join NextEra Energy as a Wind Technician in Ruthton, MN.",NOT_SPECIFIED,Blade Maintenance | Onshore Wind Energy | Turbine Operations | Wind O&M | Safety Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109355-pv-solar-field-technician-ii-mwd-nextera-energy,rejobs,PV Solar Field Technician II (m/w/d),NextEra Energy,"Roaring Springs, Texas, United States","Join NextEra Energy as a PV Solar Field Technician II in Roaring Springs, Texas. Maintain solar PV systems and ensure safe operations.",NOT_SPECIFIED,Photovoltaic Systems | Power Electronics | Solar O&M | Asset Management | Regulatory Compliance | Safety Management | Electrical Engineering,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109331-field-sales-consultant-sunrun,rejobs,Field Sales Consultant,Sunrun,"Hartford, Connecticut, United States","Join Sunrun as a Field Sales Consultant in Hartford, Connecticut, and drive solar sales. Enjoy competitive pay and career growth.",NOT_SPECIFIED,Photovoltaic Systems | Solar Installation | Energy Access | Retail Sales | Sales and Marketing | Customer Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109339-hr-business-partner-for-business-and-commercial-functions-mwd-enercon,rejobs,HR Business Partner for Business and Commercial Functions (m/w/d),ENERCON,"Taichung, Taiwan","Join ENERCON as an HR Business Partner in Taichung, Taiwan.",NOT_SPECIFIED,Energy Justice | Recruitment | Human Resources | Performance Management,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/109054-expression-of-interest-brighte-capital,rejobs,Expression of Interest,Brighte Capital,"Sydney, Australia","Join Brighte Capital in Sydney, Australia, and express your interest in future roles in Operations.",NOT_SPECIFIED,Clean Energy Innovation | Customer Management | Energy Access,rejobs_evp.csv,NOT_SPECIFIED
https://rejobs.org/en/renewable-energy-jobs/108732-authorized-technician-onshore-blades-mwd-muehlhan-wind-service,rejobs,Authorized Technician - Onshore Blades (m/w/d),Muehlhan Wind Service,"Scotland, United Kingdom",Join Muehlhan Wind Service as an Authorized Technician in Scotland!,NOT_SPECIFIED,Blade Maintenance | Onshore Wind Energy | Turbine Operations | Wind O&M,rejobs_evp.csv,NOT_SPECIFIED
